OTUid	1_NR_6	1_NR_5	1_NRh_6	1_NRh_5	1_soil_2	1_NRh_3	1_RRh_4	1_GR_6	1_SRh_6	1_GRh_4	1_GR_3	1_SR_5	1_RRh_3	1_GR_2	1_GR_4	1_GR_1	1_GRh_6	1_RRh_2	1_RRh_6	1_NRh_4	1_SRh_4	1_RR_2	1_NR_4	1_SRh_3	1_SRh_1	1_NR_1	1_GRh_3	1_soil_4	1_SRh_2	1_SRh_5	1_NRh_2	1_soil_1	1_soil_5	1_RR_5	1_GRh_5	1_GRh_2	1_SR_6	1_NRh_1	1_RRh_5	1_RR_6	1_NR_3	1_soil_3	1_soil_6	1_GR_5	1_RR_4	1_RR_3	1_RRh_1	1_SR_1	1_SR_3	1_GRh_1	1_RR_1	1_SR_4	2_NR_4	2_NR_2	2_soil_6	2_GR_1	2_soil_4	2_soil_1	2_SRh_3	2_soil_3	2_GRh_5	2_NRh_2	2_GRh_3	2_NR_1	2_RRh_2	2_GR_6	2_GR_3	2_GRh_4	2_NRh_4	2_GRh_6	2_NRh_6	2_soil_2	2_SRh_1	2_GR_5	2_SRh_5	2_soil_5	2_GRh_1	2_NRh_3	2_NRh_5	2_RRh_4	2_RRh_5	2_GR_4	2_RR_4	2_SRh_2	2_SRh_6	2_NRh_1	2_NR_5	2_SRh_4	2_GRh_2	2_NR_6	2_RRh_3	2_SR_4	2_RRh_6	2_SR_6	2_RR_6	2_SR_3	2_SR_1	2_RR_3	2_SR_2	2_GR_2	2_RR_5	2_RR_2	2_NR_3	2_RRh_1	2_RR_1	2_SR_5	3_NR1	3_RRh3	3_NR8	3_GR4	3_NR7	3_GR8	3_RRh5	3_CRh2	3_GR3	3_GRh2	3_NR3	3_S5	3_S2	3_S6	3_NRh5	3_GR6	3_GRh4	3_NRh7	3_S1	3_NRh4	3_S7	3_SRh5	3_NR5	3_NR2	3_GR5	3_CRh8	3_NR4	3_CR1	3_SRh2	3_RR7	3_RRh4	3_RRh7	3_S8	3_NRh1	3_GRh5	3_CRh5	3_SR4	3_SRh4	3_NR6	3_SRh3	3_SR3	3_GR7	3_CR2	3_SRh8	3_CR3	3_GRh8	3_S4	3_CRh6	3_CRh7	3_GR1	3_S3	3_CRh3	3_NRh2	3_GR2	3_CRh4	3_NRh8	3_GRh7	3_GRh3	3_GRh1	3_RRh1	3_SRh1	3_SRh6	3_CRh1	3_NRh3	3_NRh6	3_RRh8	3_SRh7	3_CR5	3_SR6	3_RRh2	3_RR3	3_GRh6	3_RR8	3_RR2	3_RR5	3_CR6	3_CR4	3_SR8	3_SR7	3_RR4	3_SR2	3_RRh6	3_RR1	3_CR8	3_SR1	3_RR6	3_CR7	3_SR5	4_SRh7	4_NRh3	4_NRh2	4_GR1	4_GR3	4_CR8	4_NR4	4_SR1	4_GR5	4_NRh5	4_SRh1	4_GR4	4_S8	4_S1	4_NR2	4_CR7	4_S7	4_S2	4_RR6	4_NR1	4_NRh4	4_CRh1	4_S4	4_S5	4_CR6	4_SR7	4_S6	4_SRh5	4_CR1	4_SRh8	4_SRh3	4_NRh1	4_GR6	4_CRh8	4_NR5	4_SR3	4_RR3	4_S3	4_CR5	4_CRh3	4_GRh7	4_SRh4	4_CRh5	4_CRh4	4_RRh4	4_SRh6	4_NR3	4_RR5	4_SRh2	4_GRh2	4_GR2	4_SR2	4_RR2	4_RRh1	4_RRh8	4_RRh3	4_GRh3	4_GRh4	4_RR8	4_SR8	4_GRh1	4_CRh2	4_SR4	4_CRh7	4_GR7	4_RR1	4_RRh6	4_GRh6	4_CRh6	4_RRh5	4_RRh7	4_GRh5	4_CR4	4_RRh2	4_SR5	4_RR7	4_CR2	4_RR4	4_SR6	4_CR3
OTU_559	0	0	3	0	0	3	0	0	0	1	0	0	2	0	0	0	0	1	1	4	4	0	0	3	29	0	0	0	3	7	28	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	9	0	0	0	0	0	0	16	0	7	1	0	0	0	0	1	7	0	0	0	0	0	0	0	0	16	0	3	0	0	9	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	3	0	0	0	0	0	0	21	0	0	1	0	0	0	0	1	43	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	7	0	0	0	0
OTU_428	126	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	9	3	0	4	0	0	0	0	0	0	0	0	68	0	0	1	24	8	0	0	77	285	0	0	70	0	0	0	0	0	1	22	0	0	0	0	522	0	0	0	0	0	0	0	0	0	0	75	0	1	16	2	0	1	1	3	40	1	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	9	74	0	0	7	0	0	0	0	8	0	0	1	0	2	0	0	0	58	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	5	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2014	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	4	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	8	0	0	0	0	0	0	0	0	0	2	1	21	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	6	0	0	12	0	0	0	0	0	1	0	0	15	14	0	0	0	0	0	47	0	0	20	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	4
OTU_570	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	3	0	0	0	4	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_46	0	0	0	0	0	0	0	0	0	0	207	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1553	0	1846	4594	391	326	0	2	269	93	227	2	1	1	589	1187	506	41	5	24	0	0	5402	396	5040	1	381	2	4	7	30	0	1	170	1216	2	0	6	104	2	1	374	1	3	7	146	0	0	5	26	0	4	68	236	24	170	186	6	13	0	3	3	0	39	7	0	0	1	1	3	1	481	0	3	2	4	0	1	2	1	1	0	0	0	4	1	4	1	0	133	962	642	2601	0	93	0	402	23	0	430	0	1	3587	0	0	0	0	1018	38	0	0	4	1	0	0	4	0	0	3	13	235	0	75	0	9	0	0	0	246	0	0	0	0	0	1961	2	9	199	168	0	0	0	0	0	109	36	0	0	17	1	0	1	1728	0	0	25	0	0	0	26	1	0	0	0	0	0	1	1
OTU_829	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	2	1	0	2	0	0	6	0	0	0	0	0	1	0	1	0	0	0	0	0	1	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	24	0	7	0	0	3	0	0	13	2	0	0	0	0	0	0	0	7	0	7	0	0	0	1	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2642	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	16	0	0	0	0	3	0	0	0	0	31	0	0	0	0	0	0	1	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	2	0	0	0	0	0	0	1	1	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	2	49	0	3	0	20	0	0	51	0	0	203	0	0	0	0	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	26	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2945	0	0	0	0	0	0	0	0	0	0	51	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	2	121	51	181	130	0	2	257	65	426	0	0	1	21	113	3	14	4	0	0	0	440	429	222	0	55	0	0	0	0	0	0	39	147	2	4	3	29	1	0	370	0	1	5	60	1	6	0	33	0	1	52	155	11	21	159	1	26	1	0	0	0	99	5	0	0	0	0	2	0	33	0	4	4	0	0	2	0	0	0	0	0	0	0	1	2	1	1	24	356	327	1101	0	34	0	165	0	0	203	0	0	1359	0	0	0	0	340	3	0	0	0	0	1	0	3	0	0	0	28	8	0	31	1	0	0	0	0	10	0	0	0	0	0	139	4	0	145	62	0	0	0	0	1	73	13	0	0	1	0	0	0	162	0	0	0	0	0	0	19	1	0	0	0	0	0	0	0
OTU_1464	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_84	79	2	9	0	1	0	0	4	0	1	31	5	0	37	0	19	4	0	0	3	1	13	62	0	0	18	1	0	0	1	6	0	1	8	0	8	5	0	0	2	20	0	0	16	1	2	0	0	1	0	1	2	79	9	0	63	0	0	0	0	0	0	0	435	1	446	20	60	0	3	8	12	0	27	1	0	11	18	1	15	0	126	92	0	0	5	38	0	0	72	0	2	6	0	20	0	0	1	0	13	5	5	128	0	64	0	268	9	189	41	421	128	9	4	31	47	173	217	56	0	51	58	22	277	0	34	199	4	170	329	227	11	154	6	15	37	9	3	0	71	43	3	5	13	122	8	2	82	0	2	3	24	17	15	4	86	12	14	53	154	29	20	10	17	4	7	14	4	14	29	38	14	5	5	0	13	35	91	54	35	36	0	0	14	16	37	0	0	70	0	6	48	0	2	17	20	147	188	126	0	316	2	99	26	41	205	0	159	184	0	0	68	81	176	31	0	0	1	0	3	0	24	7	1	5	82	75	3	195	8	79	0	1	19	37	5	2	3	13	10	179	50	18	5	103	3	119	3	5	7	29	3	121	0	31	11	6	5	128	28	0	28	4	0	0	11	1	11	18	15	0	129	0	0
OTU_408	0	0	0	0	3	2	2	0	0	2	0	0	1	0	0	0	1	0	1	0	0	0	0	3	0	0	0	5	0	0	0	7	7	0	2	1	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	81	17	0	31	0	12	8	0	0	0	0	0	0	1	5	103	0	0	0	33	0	0	0	0	2	0	0	0	0	7	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	96	0	5	0	0	0	8	0	0	0	0	0	0	0	0	0	2	0	0	4	0	8	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	6	0	10	7	0	0	0	0	0	0	0	0	18	23	0	0	0	0	0	53	0	0	34	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_777	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	24	0	9	2	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_449	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	56	18	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	2	0	0	6	0	0	0	13	0	1	0	0	0	0	0	0	0	0	4	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	5	0	0	0	0	0	0	0	0	0	13	19	0	0	0	20	0	0	0	0	0	0	0	0	7	0	0	68	7	0	41	1	0	0	0	64	0	0	0	3	0	0	0	2	0	0	9	8	0	0	0	0	17	0	0	0	0	8	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	3	0	0	0	0	0	0	0	0	2	0	78	0	0	3	0	0	0	0	1	0	0	0	4	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	8	0	0	0	0	0	42	0	7	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1344	0	0	0	0	0	0	0	0	0	1	0	0	0	458	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_51	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	736	5	448	472	386	97	3	12	82	79	454	0	1	339	777	46	333	6	1	42	110	5	701	236	1197	2	257	1	32	5	9	8	0	108	355	5	2	15	80	3	0	29	2	21	0	72	0	0	17	1172	36	4	11	555	80	23	166	59	451	6	13	2	17	59	16	0	1	0	0	0	0	1	5	37	31	8	3	2	5	74	4	3	1	0	0	1	0	0	9	21	687	468	591	0	7877	4	521	825	0	411	0	29	1154	2	1	37	2	111	2133	0	79	0	1	1	1	0	4	1	0	39	238	493	4913	0	27	0	1	3	9	0	3	6	9	6	698	371	27	16	5	1	9	1	0	3	583	47	61	1	119	6	1	17	168	0	2	363	0	15	6	20	1	8	3	5	0	1	12	1
OTU_582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	11	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	43	0	3	25	1	2	0	3	1	0	0	0	0	0	3	3	0	7	0	0	0	6	0	0	0	0	2	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1731	119	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	11	3	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_49	0	0	0	0	0	0	0	0	0	0	119	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1105	0	1265	3479	101	135	0	1	40	32	111	2	0	0	338	875	375	1	1	13	0	0	3606	121	3566	0	221	0	0	3	19	0	0	44	605	2	1	1	81	1	1	84	0	1	0	60	1	4	5	7	0	1	8	96	0	69	32	0	5	0	1	0	0	20	3	0	1	0	2	1	0	261	1	1	5	1	1	0	0	1	2	0	0	0	1	0	0	0	0	120	707	639	2609	0	93	0	250	25	0	282	1	0	2826	0	0	0	4	245	60	1	0	0	0	0	0	5	1	2	1	14	183	0	55	0	7	0	0	0	134	0	0	0	0	0	1584	7	4	101	94	0	5	0	1	5	157	17	0	1	11	1	1	0	822	0	0	7	1	0	0	22	0	0	0	0	0	0	1	0
OTU_624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	70	47	31	4	1	0	13	0	54	0	0	1	69	6	21	0	0	1	0	0	68	25	83	1	11	0	6	0	0	0	0	6	21	0	1	0	1	0	0	3	0	2	0	0	0	0	3	144	0	1	0	99	5	2	25	4	52	3	1	0	0	2	2	0	1	0	0	0	0	1	0	2	3	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2	85	93	114	0	1459	0	96	114	0	92	0	11	212	0	0	0	3	21	430	2	17	0	0	0	0	0	0	1	0	5	27	107	907	0	5	0	0	0	17	0	1	3	1	0	93	72	2	9	0	1	0	0	0	0	101	9	8	0	40	2	0	2	14	0	4	98	1	1	1	1	0	0	3	0	0	0	7	0
