OTUid,superkingdom,kingdom,phylum,class,order,family,genus,species
OTU1334,Bacteria,,Thermotogae,Thermotogae,Thermotogales,Fervidobacteriaceae,Thermosipho,Thermosipho melanesiensis
OTU1335,Bacteria,,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,
OTU1336,Bacteria,,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga,Pseudothermotoga lettingae
OTU1337,Bacteria,,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga,Pseudothermotoga thermarum
OTU1338,Bacteria,,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga maritima
OTU1339,Bacteria,,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga petrophila
OTU1340,Bacteria,,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga neapolitana
OTU1341,Bacteria,,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga petrophila
OTU1342,Bacteria,,Verrucomicrobia,Methylacidiphilae,Methylacidiphilales,Methylacidiphilaceae,Methylacidiphilum,Methylacidiphilum infernorum
OTU1343,Bacteria,,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,Opitutus terrae
OTU1344,Bacteria,,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Coraliomargarita,Coraliomargarita akajimensis
OTU1345,Bacteria,,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Chthoniobacter flavus
OTU1346,Bacteria,,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,,,
OTU1347,Bacteria,,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobia subdivision 3,Pedosphaera,Pedosphaera parvula
OTU1348,Bacteria,,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila
OTU1349,Bacteria,,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobium,Verrucomicrobium spinosum
OTU1350,Eukaryota,,Discosea,,Longamoebia,Acanthamoebidae,Acanthamoeba,Acanthamoeba castellanii
OTU1351,Eukaryota,,Apicomplexa,Aconoidasida,Piroplasmida,Babesiidae,Babesia,Babesia bovis
OTU1354,Eukaryota,,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium falciparum
OTU1356,Eukaryota,,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium knowlesi
OTU1357,Eukaryota,,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium vivax
OTU1358,Eukaryota,,Apicomplexa,Aconoidasida,Piroplasmida,Theileriidae,Theileria,Theileria annulata
OTU1359,Eukaryota,,Apicomplexa,Aconoidasida,Piroplasmida,Theileriidae,Theileria,Theileria parva
OTU1360,Eukaryota,,Apicomplexa,Conoidasida,Eucoccidiorida,Cryptosporidiidae,Cryptosporidium,Cryptosporidium parvum
OTU1361,Eukaryota,,Apicomplexa,Conoidasida,Eucoccidiorida,Eimeriidae,Eimeria,Eimeria tenella
OTU1363,Eukaryota,,,,Apusomonadida,Apusomonadidae,Thecamonas,Thecamonas trahens
OTU1364,Eukaryota,,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,Phaeodactylum tricornutum
OTU1365,Eukaryota,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana
OTU1366,Eukaryota,,Bacillariophyta,Mediophyceae,Eupodiscales,Parodontellaceae,Trieres,Trieres chinensis
OTU1367,Eukaryota,,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Porphyra,Porphyra purpurea
OTU1368,Eukaryota,,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Neopyropia,Neopyropia yezoensis
OTU1369,Eukaryota,,Rhodophyta,Bangiophyceae,Cyanidiales,Cyanidiaceae,Cyanidioschyzon,Cyanidioschyzon merolae
OTU1370,Eukaryota,,Rhodophyta,Bangiophyceae,Cyanidiales,Cyanidiaceae,Cyanidium,Cyanidium caldarium
OTU1371,Eukaryota,,,Bigyra,Bicosoecida,Cafeteriaceae,Cafeteria,Cafeteria roenbergensis
OTU1372,Eukaryota,,Cercozoa,Chlorarachniophyceae,,,Bigelowiella,Bigelowiella natans
OTU1373,Eukaryota,,,Bigyra,Opalinata,Blastocystidae,Blastocystis,
OTU1374,Eukaryota,,,Choanoflagellata,Craspedida,Salpingoecidae,Monosiga,Monosiga brevicollis
OTU1375,Eukaryota,,,Choanoflagellata,Craspedida,Salpingoecidae,,
OTU1376,Eukaryota,,,Chrysophyceae,Chromulinales,Chromulinaceae,Ochromonas,Ochromonas danica
OTU1377,Eukaryota,,,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,Cryptomonas paramecium
OTU1378,Eukaryota,,,Cryptophyceae,Cryptomonadales,Hemiselmidaceae,Hemiselmis,Hemiselmis andersenii
OTU1379,Eukaryota,,,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Guillardia,Guillardia theta
OTU1380,Eukaryota,,,Cryptophyceae,Pyrenomonadales,Pyrenomonadaceae,Rhodomonas,Rhodomonas salina
OTU1381,Eukaryota,,Evosea,Eumycetozoa,Dictyosteliales,Dictyosteliaceae,Dictyostelium,Dictyostelium discoideum
OTU1382,Eukaryota,,Evosea,Eumycetozoa,Acytosteliales,Cavenderiaceae,Cavenderia,Cavenderia fasciculata
OTU1383,Eukaryota,,Evosea,Eumycetozoa,Acytosteliales,Acytosteliaceae,Heterostelium,Heterostelium pallidum
OTU1384,Eukaryota,,Euglenozoa,Euglenida,Euglenales,Euglenaceae,Euglena,Euglena gracilis
OTU1386,Eukaryota,,Cercozoa,Imbricatea,Euglyphida,Paulinellidae,Paulinella,Paulinella chromatophora
OTU1388,Eukaryota,,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae,Gracilaria,Gracilaria tenuistipitata
OTU1389,Eukaryota,,,,Rotosphaerida,Fonticulaceae,Fonticula,Fonticula alba
OTU1390,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Zymoseptoria,Zymoseptoria tritici
OTU1391,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Parastagonospora,Parastagonospora nodorum
OTU1392,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenophora,
OTU1393,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus carbonarius
OTU1394,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus clavatus
OTU1395,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus flavus
OTU1396,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus fumigatus
OTU1397,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus nidulans
OTU1398,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus niger
OTU1399,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus oryzae
OTU1400,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus terreus
OTU1401,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus tubingensis
OTU1402,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus fischeri
OTU1403,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces marneffei
OTU1404,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces stipitatus
OTU1405,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Ajellomycetaceae,Blastomyces,Blastomyces dermatitidis
OTU1406,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Ajellomycetaceae,Histoplasma,Histoplasma capsulatum
OTU1407,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton,Trichophyton benhamiae
OTU1408,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Nannizzia,Nannizzia nana
OTU1409,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Microsporum,Microsporum canis
OTU1410,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Arthroderma,Arthroderma uncinatum
OTU1411,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Nannizzia,Nannizzia gypsea
OTU1412,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Epidermophyton,Epidermophyton floccosum
OTU1413,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton,Trichophyton equinum
OTU1414,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton,Trichophyton mentagrophytes
OTU1415,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton,Trichophyton rubrum
OTU1416,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton,Trichophyton tonsurans
OTU1417,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton,Trichophyton verrucosum
OTU1418,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Coccidioides,Coccidioides immitis
OTU1419,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Coccidioides,Coccidioides posadasii
OTU1420,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Uncinocarpus,Uncinocarpus reesii
OTU1421,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,,Paracoccidioides,Paracoccidioides brasiliensis
OTU1422,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,,Paracoccidioides,Paracoccidioides lutzii
OTU1423,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,Botrytis cinerea
OTU1424,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia,Sclerotinia sclerotiorum
OTU1425,Eukaryota,Fungi,Ascomycota,Pneumocystidomycetes,Pneumocystidales,Pneumocystidaceae,Pneumocystis,Pneumocystis carinii
OTU1426,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans
OTU1427,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida dubliniensis
OTU1429,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida metapsilosis
OTU1431,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida orthopsilosis
OTU1432,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida parapsilosis
OTU1434,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida tropicalis
OTU1436,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces hansenii
OTU1437,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Lodderomyces,Lodderomyces elongisporus
OTU1438,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Meyerozyma,Meyerozyma guilliermondii
OTU1439,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Millerozyma,Millerozyma farinosa
OTU1440,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Scheffersomyces,Scheffersomyces stipitis
OTU1441,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Yarrowia lipolytica
OTU1442,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
OTU1443,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Wickerhamomyces,Wickerhamomyces canadensis
OTU1444,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Brettanomyces,Brettanomyces bruxellensis
OTU1445,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Eremothecium,Eremothecium cymbalariae
OTU1446,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Eremothecium,Eremothecium gossypii
OTU1447,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania africana
OTU1448,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania servazzii
OTU1449,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces lactis
OTU1450,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Komagataella,Komagataella pastoris
OTU1451,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,Lachancea kluyveri
OTU1452,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,Lachancea thermotolerans
OTU1454,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,[Candida] glabrata
OTU1457,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,Naumovozyma castellii
OTU1458,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,Naumovozyma dairenensis
OTU1459,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces bayanus
OTU1460,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
OTU1461,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces kudriavzevii
OTU1462,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces mikatae
OTU1463,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces paradoxus
OTU1464,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces pastorianus
OTU1465,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Tetrapisispora,Tetrapisispora phaffii
OTU1466,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Torulaspora,Torulaspora delbrueckii
OTU1470,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygosaccharomyces,Zygosaccharomyces rouxii
OTU1471,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora uvarum
OTU1472,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,,Starmerella,Starmerella bacillaris
OTU1473,Eukaryota,Fungi,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces japonicus
OTU1474,Eukaryota,Fungi,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces octosporus
OTU1475,Eukaryota,Fungi,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces pombe
OTU1476,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verticillium,Verticillium dahliae
OTU1477,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium anisopliae
OTU1478,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana
OTU1479,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria brongniartii
OTU1480,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Akanthomyces,Akanthomyces muscarius
OTU1481,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma reesei
OTU1482,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium graminearum
OTU1483,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
OTU1484,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium verticillioides
OTU1485,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Gaeumannomyces,Gaeumannomyces graminis
OTU1486,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,Pyricularia oryzae
OTU1487,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Magnaporthiopsis,Magnaporthiopsis poae
OTU1488,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium globosum
OTU1489,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Thermothelomyces,Thermothelomyces thermophilus
OTU1490,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Thermothielavioides,Thermothielavioides terrestris
OTU1491,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora,Podospora anserina
OTU1492,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,Neurospora crassa
OTU1493,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,Neurospora discreta
OTU1495,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,Neurospora tetrasperma
OTU1496,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Sordaria macrospora
OTU1497,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Moniliophthora,Moniliophthora perniciosa
OTU1498,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus ostreatus
OTU1499,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis cinerea
OTU1500,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Schizophyllaceae,Schizophyllum,Schizophyllum commune
OTU1501,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria,Laccaria bicolor
OTU1503,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Phanerodontia,Phanerodontia chrysosporium
OTU1504,Eukaryota,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia globosa
OTU1505,Eukaryota,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia restricta
OTU1506,Eukaryota,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia sympodialis
OTU1507,Eukaryota,Fungi,Basidiomycota,Exobasidiomycetes,Tilletiales,Tilletiaceae,Tilletia,Tilletia indica
OTU1508,Eukaryota,Fungi,Basidiomycota,Exobasidiomycetes,Tilletiales,Tilletiaceae,Tilletia,Tilletia walkeri
OTU1509,Eukaryota,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,Puccinia graminis
OTU1510,Eukaryota,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,Puccinia striiformis
OTU1511,Eukaryota,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,Puccinia triticina
OTU1512,Eukaryota,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula glutinis
OTU1513,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus gattii VGI
OTU1514,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus neoformans
OTU1515,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Tremella,Tremella mesenterica
OTU1516,Eukaryota,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Sporisorium,Sporisorium reilianum
OTU1517,Eukaryota,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago maydis
OTU1518,Eukaryota,Fungi,Blastocladiomycota,Blastocladiomycetes,Blastocladiales,Blastocladiaceae,Allomyces,Allomyces macrogynus
OTU1520,Eukaryota,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophydiales,,Batrachochytrium,Batrachochytrium dendrobatidis
OTU1522,Eukaryota,Fungi,Chytridiomycota,Chytridiomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,Spizellomyces punctatus
OTU1523,Eukaryota,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus intraradices
OTU1525,Eukaryota,Fungi,Microsporidia,,,Unikaryonidae,Encephalitozoon,Encephalitozoon cuniculi
OTU1529,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Podila,Podila verticillata
OTU1530,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor circinelloides
OTU1531,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,Rhizopus delemar
OTU1532,Eukaryota,,,Glaucocystophyceae,,Cyanophoraceae,Cyanophora,Cyanophora paradoxa
OTU1533,Eukaryota,,Heterolobosea,,,Vahlkampfiidae,Naegleria,Naegleria gruberi
OTU1534,Eukaryota,,,,Jakobida,Histionidae,Reclinomonas,Reclinomonas americana
OTU1535,Eukaryota,,,Filasterea,,,Capsaspora,Capsaspora owczarzaki
OTU1536,Eukaryota,,,Ichthyosporea,Ichthyophonida,,Sphaeroforma,Sphaeroforma arctica
OTU1537,Eukaryota,,Haptophyta,,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi
OTU1538,Eukaryota,,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Trypanosoma,Trypanosoma brucei
OTU1561,Eukaryota,Metazoa,Porifera,Demospongiae,Haplosclerida,Callyspongiidae,Callyspongia,Callyspongia plicifera
OTU1567,Eukaryota,Metazoa,Porifera,Homoscleromorpha,Homosclerophorida,Plakinidae,Plakinastrella,
OTU1568,Eukaryota,Metazoa,Porifera,Demospongiae,Poecilosclerida,Iotrochotidae,Iotrochota,Iotrochota birotulata
OTU1574,Eukaryota,,Ciliophora,Oligohymenophorea,Hymenostomatida,Tetrahymenidae,Tetrahymena,Tetrahymena paravorax
OTU1579,Eukaryota,,,Pelagophyceae,Pelagomonadales,,Aureococcus,Aureococcus anophagefferens
OTU1580,Eukaryota,,,Pelagophyceae,Pelagomonadales,,Aureoumbra,Aureoumbra lagunensis
OTU1581,Eukaryota,,Oomycota,,Peronosporales,Peronosporaceae,Hyaloperonospora,Hyaloperonospora arabidopsidis
OTU1582,Eukaryota,,Oomycota,,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora capsici
OTU1583,Eukaryota,,Oomycota,,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora infestans
OTU1584,Eukaryota,,Oomycota,,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora ramorum
OTU1585,Eukaryota,,Oomycota,,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora sojae
OTU1589,Eukaryota,,,Phaeophyceae,Ectocarpales,Ectocarpaceae,Ectocarpus,Ectocarpus siliculosus
OTU1590,Eukaryota,,,Phaeophyceae,Fucales,Fucaceae,Fucus,Fucus vesiculosus
OTU1591,Eukaryota,,,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata
OTU1593,Eukaryota,,Evosea,Eumycetozoa,Physariida,Physaraceae,Physarum,Physarum polycephalum
